NN_Topology,HWType,Precision,Op mode,batch/thread/stream,lat-comp,fps-system,fps-comp,tp-system,tp-comp,top1 [%],top5 [%],Base_Pwr_W,Idle_Pwr_W,Full_Pwr_W,GOPS,PruningFactor,level
MLP,ZCU104-Bismo,INT2,,128,79.756498,,1604.88490856256,,,98.75,,9.2,14.3,15.225,,100%,l3
MLP,U96-Quadcore A53,INT4,,2,101.382,,19.7273677773175,,,98.77,,9.2,14.3,15.3142857142857,,100%,l3
MLP,U96-Quadcore A53,INT4,,4,102.873,,38.8828944426623,,,98.77,,9.2,14.3,15.3206632653061,,100%,l3
MLP,U96-Quadcore A53,INT4,,8,100.44,,79.6495420151334,,,98.77,,9.2,14.3,15.3203534985423,,100%,l3
MLP,U96-Quadcore A53,INT4,,16,124.383,,128.634942074078,,,98.77,,9.2,14.3,15.3218073198667,,100%,l3
MLP,U96-Quadcore A53,INT4,,32,170.25,,187.958883994126,,,98.77,,9.2,14.3,15.3108649855715,,100%,l3
MLP,U96-Quadcore A53,INT4,,64,253.227,,252.737662255605,,,98.77,,9.2,14.3,15.320569627398,,100%,l3
MLP,U96-Quadcore A53,INT4,,128,434.834,,294.365206032647,,,98.77,,9.2,14.3,15.3220388864979,,100%,l3
MLP,U96-Quadcore A53,INT2,,2,100.792,,19.8428446702119,,,98.75,,9.2,14.3,15.3236130926763,,100%,l3
MLP,U96-Quadcore A53,INT2,,4,101.204,,39.5241294810482,,,98.75,,9.2,14.3,15.3342283135818,,100%,l3
MLP,U96-Quadcore A53,INT2,,8,100.627,,79.5015254355193,,,98.75,,9.2,14.3,15.3277446216947,,100%,l3
MLP,U96-Quadcore A53,INT2,,16,125.092,,127.905861286093,,,98.75,,9.2,14.3,15.3118692375301,,100%,l3
MLP,U96-Quadcore A53,INT2,,32,170.559,,187.618360801834,,,98.75,,9.2,14.3,15.3091456116394,,100%,l3
MLP,U96-Quadcore A53,INT2,,64,253.599,,252.366925737089,,,98.75,,9.2,14.3,15.3187274410422,,100%,l3
MLP,U96-Quadcore A53,INT2,,128,435.264,,294.074400823408,,,98.75,,9.2,14.3,15.3129222582595,,100%,l3
MNv1,NCS,FP16,na,1,,,,,,,,,,,,100%,l3
MNv1,NCS,FP17,na,2,,,,,,,,,,,,100%,l3
MNv1,NCS,FP18,na,4,,,,,,,,,,,,100%,l3
MNv1,NCS,FP19,na,8,,,,,,,,,,,,100%,l3
MNv1,NCS,FP20,na,16,,,,,,,,,,,,100%,l3
MNv1,NCS,FP21,na,32,,,,,,,,,,,,100%,l3
MNv1,NCS,FP22,na,64,,,,,,,,,,,,100%,l3
MNv1,NCS,FP23,na,128,,,,,,,,,,,,100%,l3
MNv1,TPU,INT8,slow,1,4.08249,127.256,244.949,398.31128,766.69037,69.5674,87.7058,0.253,0.253,0.462,,100%,l3
MNv1,TPU,INT8,fast,1,2.57047,166.533,389.034,521.24829,1217.67642,69.5674,87.7058,0.253,0.253,0.532,,100%,l3
MNv1,GPU,FP16,maxn,1,,,,,,,,,,,,100%,l3
MNv1,GPU,FP16,maxn,2,,,,,,,,,,,,100%,l3
MNv1,GPU,FP16,maxn,4,,,,,,,,,,,,100%,l3
MNv1,GPU,FP16,maxn,8,,,,,,,,,,,,100%,l3
MNv1,GPU,FP16,maxn,16,,,,,,,,,,,,100%,l3
MNv1,GPU,FP16,maxn,32,,,,,,,,,,,,100%,l3
MNv1,GPU,FP16,maxn,64,,,,,,,,,,,,100%,l3
MNv1,GPU,FP16,maxn,128,,,,,,,,,,,,100%,l3
MNv1,GPU,FP32,maxn,1,,,,,,,,,,,,100%,l3
MNv1,GPU,FP32,maxn,2,,,,,,,,,,,,100%,l3
MNv1,GPU,FP32,maxn,4,,,,,,,,,,,,100%,l3
MNv1,GPU,FP32,maxn,8,,,,,,,,,,,,100%,l3
MNv1,GPU,FP32,maxn,16,,,,,,,,,,,,100%,l3
MNv1,GPU,FP32,maxn,32,,,,,,,,,,,,100%,l3
MNv1,GPU,FP32,maxn,64,,,,,,,,,,,,100%,l3
MNv1,GPU,FP32,maxn,128,,,,,,,,,,,,100%,l3
MNv1,GPU,FP16,maxq,1,,,,,,,,,,,,100%,l3
MNv1,GPU,FP16,maxq,2,,,,,,,,,,,,100%,l3
MNv1,GPU,FP16,maxq,4,,,,,,,,,,,,100%,l3
MNv1,GPU,FP16,maxq,8,,,,,,,,,,,,100%,l3
MNv1,GPU,FP16,maxq,16,,,,,,,,,,,,100%,l3
MNv1,GPU,FP16,maxq,32,,,,,,,,,,,,100%,l3
MNv1,GPU,FP16,maxq,64,,,,,,,,,,,,100%,l3
MNv1,GPU,FP16,maxq,128,,,,,,,,,,,,100%,l3
MNv1,GPU,FP32,maxq,1,,,,,,,,,,,,100%,l3
MNv1,GPU,FP32,maxq,2,,,,,,,,,,,,100%,l3
MNv1,GPU,FP32,maxq,4,,,,,,,,,,,,100%,l3
MNv1,GPU,FP32,maxq,8,,,,,,,,,,,,100%,l3
MNv1,GPU,FP32,maxq,16,,,,,,,,,,,,100%,l3
MNv1,GPU,FP32,maxq,32,,,,,,,,,,,,100%,l3
MNv1,GPU,FP32,maxq,64,,,,,,,,,,,,100%,l3
MNv1,GPU,FP32,maxq,128,,,,,,,,,,,,100%,l3
MNv1,GPU,FP16,maxp,1,,,,,,,,,,,,100%,l3
MNv1,GPU,FP16,maxp,2,,,,,,,,,,,,100%,l3
MNv1,GPU,FP16,maxp,4,,,,,,,,,,,,100%,l3
MNv1,GPU,FP16,maxp,8,,,,,,,,,,,,100%,l3
MNv1,GPU,FP16,maxp,16,,,,,,,,,,,,100%,l3
MNv1,GPU,FP16,maxp,32,,,,,,,,,,,,100%,l3
MNv1,GPU,FP16,maxp,64,,,,,,,,,,,,100%,l3
MNv1,GPU,FP16,maxp,128,,,,,,,,,,,,100%,l3
MNv1,GPU,FP32,maxp,1,,,,,,,,,,,,100%,l3
MNv1,GPU,FP32,maxp,2,,,,,,,,,,,,100%,l3
MNv1,GPU,FP32,maxp,4,,,,,,,,,,,,100%,l3
MNv1,GPU,FP32,maxp,8,,,,,,,,,,,,100%,l3
MNv1,GPU,FP32,maxp,16,,,,,,,,,,,,100%,l3
MNv1,GPU,FP32,maxp,32,,,,,,,,,,,,100%,l3
MNv1,GPU,FP32,maxp,64,,,,,,,,,,,,100%,l3
MNv1,GPU,FP32,maxp,128,,,,,,,,,,,,100%,l3
MNv1,ZCU102-DPU,INT8,,1,,,,,,,,,,,,100%,l3
MNv1,ZCU102-DPU,INT8,,2,,,,,,,,,,,,100%,l3
MNv1,ZCU102-DPU,INT8,,3,,,,,,,,,,,,100%,l3
MNv1,ZCU102-DPU,INT8,,4,,,,,,,,,,,,100%,l3
MNv1,ZCU102-DPU,INT8,,5,,,,,,,,,,,,100%,l3
MNv1,ZCU102-DPU,INT8,,6,,,,,,,,,,,,100%,l3
MNv1,ZCU102-DPU,INT8,,7,,,,,,,,,,,,100%,l3
MNv1,ZCU102-DPU,INT8,,8,,,,,,,,,,,,100%,l3
MNv1,ZCU104-DPU,INT8,,1,,,,,,,,,,,,100%,l3
MNv1,ZCU104-DPU,INT8,,2,,,,,,,,,,,,100%,l3
MNv1,ZCU104-DPU,INT8,,3,,,,,,,,,,,,100%,l3
MNv1,ZCU104-DPU,INT8,,4,,,,,,,,,,,,100%,l3
MNv1,ZCU104-DPU,INT8,,5,,,,,,,,,,,,100%,l3
MNv1,ZCU104-DPU,INT8,,6,,,,,,,,,,,,100%,l3
MNv1,ZCU104-DPU,INT8,,7,,,,,,,,,,,,100%,l3
MNv1,ZCU104-DPU,INT8,,8,,,,,,,,,,,,100%,l3
MNv1,Ultra96-DPU,INT8,,1,,,,,,,,,,,,100%,l3
MNv1,Ultra96-DPU,INT8,,2,,,,,,,,,,,,100%,l3
MNv1,Ultra96-DPU,INT8,,3,,,,,,,,,,,,100%,l3
MNv1,Ultra96-DPU,INT8,,4,,,,,,,,,,,,100%,l3
MNv1,Ultra96-DPU,INT8,,5,,,,,,,,,,,,100%,l3
MNv1,Ultra96-DPU,INT8,,6,,,,,,,,,,,,100%,l3
MNv1,Ultra96-DPU,INT8,,7,,,,,,,,,,,,100%,l3
MNv1,Ultra96-DPU,INT8,,8,,,,,,,,,,,,100%,l3
MNv1,ZCU104-FINN,INT4,,1,,,,,,,,,,,,100%,l3
MNv1,ZCU104-FINN,INT4,,2,,,,,,,,,,,,100%,l3
MNv1,ZCU104-FINN,INT4,,4,,,,,,,,,,,,100%,l3
MNv1,ZCU104-FINN,INT4,,8,,,,,,,,,,,,100%,l3
MNv1,ZCU104-FINN,INT4,,16,,,,,,,,,,,,100%,l3
MNv1,ZCU104-FINN,INT4,,32,,,,,,,,,,,,100%,l3
MNv1,ZCU104-FINN,INT4,,64,,,,,,,,,,,,100%,l3
MNv1,ZCU104-FINN,INT4,,128,,,,,,,,,,,,100%,l3
MNv1,ZCU104-FINN,INT4,,256,,,,,,,,,,,,100%,l3
MNv1,ZCU104-FINN,INT4,,512,,,,,,,,,,,,100%,l3
MNv1,ZCU104-FINN,INT2,,1,,,,,,,,,,,,100%,l3
MNv1,ZCU104-FINN,INT2,,2,,,,,,,,,,,,100%,l3
MNv1,ZCU104-FINN,INT2,,4,,,,,,,,,,,,100%,l3
MNv1,ZCU104-FINN,INT2,,8,,,,,,,,,,,,100%,l3
MNv1,ZCU104-FINN,INT2,,16,,,,,,,,,,,,100%,l3
MNv1,ZCU104-FINN,INT2,,32,,,,,,,,,,,,100%,l3
MNv1,ZCU104-FINN,INT2,,64,,,,,,,,,,,,100%,l3
MNv1,ZCU104-FINN,INT2,,128,,,,,,,,,,,,100%,l3
MNv1,ZCU104-FINN,INT2,,256,,,,,,,,,,,,100%,l3
MNv1,ZCU104-FINN,INT2,,512,,,,,,,,,,,,100%,l3
MNv1,ZCU104-Bismo,INT4,,2,,,,,,,,,,,,100%,l3
MNv1,ZCU104-Bismo,INT4,,4,,,,,,,,,,,,100%,l3
MNv1,ZCU104-Bismo,INT4,,8,,,,,,,,,,,,100%,l3
MNv1,ZCU104-Bismo,INT4,,16,,,,,,,,,,,,100%,l3
MNv1,ZCU104-Bismo,INT4,,32,,,,,,,,,,,,100%,l3
MNv1,ZCU104-Bismo,INT4,,64,,,,,,,,,,,,100%,l3
MNv1,ZCU104-Bismo,INT4,,128,,,,,,,,,,,,100%,l3
MNv1,ZCU104-Bismo,INT2,,2,,,,,,,,,,,,100%,l3
MNv1,ZCU104-Bismo,INT2,,4,,,,,,,,,,,,100%,l3
MNv1,ZCU104-Bismo,INT2,,8,,,,,,,,,,,,100%,l3
MNv1,ZCU104-Bismo,INT2,,16,,,,,,,,,,,,100%,l3
MNv1,ZCU104-Bismo,INT2,,32,,,,,,,,,,,,100%,l3
MNv1,ZCU104-Bismo,INT2,,64,,,,,,,,,,,,100%,l3
MNv1,ZCU104-Bismo,INT2,,128,,,,,,,,,,,,100%,l3
MNv1,U96-Quadcore A53,INT4,,2,,,,,,,,,,,,100%,l3
MNv1,U96-Quadcore A53,INT4,,4,,,,,,,,,,,,100%,l3
MNv1,U96-Quadcore A53,INT4,,8,,,,,,,,,,,,100%,l3
MNv1,U96-Quadcore A53,INT4,,16,,,,,,,,,,,,100%,l3
MNv1,U96-Quadcore A53,INT4,,32,,,,,,,,,,,,100%,l3
MNv1,U96-Quadcore A53,INT4,,64,,,,,,,,,,,,100%,l3
MNv1,U96-Quadcore A53,INT4,,128,,,,,,,,,,,,100%,l3
MNv1,U96-Quadcore A53,INT2,,2,,,,,,,,,,,,100%,l3
MNv1,U96-Quadcore A53,INT2,,4,,,,,,,,,,,,100%,l3
MNv1,U96-Quadcore A53,INT2,,8,,,,,,,,,,,,100%,l3
MNv1,U96-Quadcore A53,INT2,,16,,,,,,,,,,,,100%,l3
MNv1,U96-Quadcore A53,INT2,,32,,,,,,,,,,,,100%,l3
MNv1,U96-Quadcore A53,INT2,,64,,,,,,,,,,,,100%,l3
MNv1,U96-Quadcore A53,INT2,,128,,,,,,,,,,,,100%,l3
GNv1,NCS,FP16,na,1,,,,,,,,,,,,100%,l3
GNv1,NCS,FP17,na,2,,,,,,,,,,,,100%,l3
GNv1,NCS,FP18,na,4,,,,,,,,,,,,100%,l3
GNv1,NCS,FP19,na,8,,,,,,,,,,,,100%,l3
GNv1,NCS,FP20,na,16,,,,,,,,,,,,100%,l3
GNv1,NCS,FP21,na,32,,,,,,,,,,,,100%,l3
GNv1,NCS,FP22,na,64,,,,,,,,,,,,100%,l3
GNv1,NCS,FP23,na,128,,,,,,,,,,,,100%,l3
GNv1,TPU,INT8,slow,1,5.72131,99.741,174.785,312.18933,547.07705,69.2434,88.4458,0.253,0.253,0.463,,100%,l3
GNv1,TPU,INT8,fast,1,3.64852,135.087,274.084,422.82231,857.88292,69.2434,88.4458,0.253,0.253,0.538,,100%,l3
GNv1,TX2,FP16,maxn,1,5.23807,123.686,194.27,387.139,608.066,66.928,87.832,1.8,5.7,11.52,,100%,l3
GNv1,TX2,FP16,maxn,2,9.29211,142.025,220.442,444.538,689.984,66.928,87.832,1.8,5.7,11.4,,100%,l3
GNv1,TX2,FP16,maxn,4,16.4493,146.642,244.909,458.989,766.566,66.928,87.832,1.8,5.7,12,,100%,l3
GNv1,TX2,FP16,maxn,8,31.0081,155.081,258.908,485.404,810.381,66.928,87.832,1.8,5.7,12.21,,100%,l3
GNv1,TX2,FP16,maxn,16,59.7779,161.311,268.11,504.902,839.185,66.928,87.832,1.8,5.7,12.34,,100%,l3
GNv1,TX2,FP16,maxn,32,117.904,166.966,271.947,522.602,851.196,66.928,87.832,1.8,5.7,11.85,,100%,l3
GNv1,TX2,FP16,maxn,64,232.993,152.2,274.78,476.385,860.061,66.928,87.832,1.8,5.7,11.62,,100%,l3
GNv1,TX2,FP16,maxn,128,462.066,147.529,276.264,461.766,864.708,66.928,87.832,1.8,5.7,11.29,,100%,l3
GNv1,TX2,FP32,maxn,1,8.78507,81.1218,114.873,253.911,359.554,66.956,87.844,1.8,5.7,12.79,,100%,l3
GNv1,TX2,FP32,maxn,2,15.7304,92.4438,129.041,289.349,403.898,66.956,87.844,1.8,5.7,13.06,,100%,l3
GNv1,TX2,FP32,maxn,4,28.6794,101.106,139.985,316.461,438.153,66.956,87.844,1.8,5.7,13.35,,100%,l3
GNv1,TX2,FP32,maxn,8,54.3536,106.711,147.581,334.006,461.929,66.956,87.844,1.8,5.7,13.56,,100%,l3
GNv1,TX2,FP32,maxn,16,105.581,110.096,151.638,344.6,474.627,66.956,87.844,1.8,5.7,13.7,,100%,l3
GNv1,TX2,FP32,maxn,32,207.731,111.913,154.109,350.286,482.361,66.956,87.844,1.8,5.7,13.77,,100%,l3
GNv1,TX2,FP32,maxn,64,412.349,107.529,155.17,336.566,485.681,66.956,87.844,1.8,5.7,13.53,,100%,l3
GNv1,TX2,FP32,maxn,128,814.869,103.455,156.718,323.815,490.529,66.956,87.844,1.8,5.7,13.17,,100%,l3
GNv1,TX2,FP16,maxq,1,7.78456,78.1978,133.348,244.759,417.378,66.928,87.832,1.8,4.15,5.88,,100%,l3
GNv1,TX2,FP16,maxq,2,13.4344,90.0457,151.416,281.843,473.932,66.928,87.832,1.8,4.15,6.01,,100%,l3
GNv1,TX2,FP16,maxq,4,24.073,99.8635,166.861,312.573,522.276,66.928,87.832,1.8,4.15,6.13,,100%,l3
GNv1,TX2,FP16,maxq,8,45.5164,104.703,176.058,327.722,551.061,66.928,87.832,1.8,4.15,6.2,,100%,l3
GNv1,TX2,FP16,maxq,16,88.0654,108.682,181.916,340.174,569.398,66.928,87.832,1.8,4.15,6.24,,100%,l3
GNv1,TX2,FP16,maxq,32,172.672,110.476,185.182,345.789,579.619,66.928,87.832,1.8,4.15,6.24,,100%,l3
GNv1,TX2,FP16,maxq,64,341.608,106.224,187.247,332.481,586.084,66.928,87.832,1.8,4.15,6.09,,100%,l3
GNv1,TX2,FP16,maxq,128,681.072,103.205,187.846,323.032,587.958,66.928,87.832,1.8,4.15,6.03,,100%,l3
GNv1,TX2,FP32,maxq,1,12.9129,55.3573,79.228,173.268,247.984,66.956,87.844,1.8,4.15,6.7,,100%,l3
GNv1,TX2,FP32,maxq,2,22.917,63.0193,88.3972,197.25,276.683,66.956,87.844,1.8,4.15,6.89,,100%,l3
GNv1,TX2,FP32,maxq,4,42.0678,68.6603,95.3977,214.907,298.595,66.956,87.844,1.8,4.15,7.02,,100%,l3
GNv1,TX2,FP32,maxq,8,79.6658,72.5675,100.627,227.136,314.964,66.956,87.844,1.8,4.15,7.11,,100%,l3
GNv1,TX2,FP32,maxq,16,154.982,74.5649,103.293,233.388,323.306,66.956,87.844,1.8,4.15,7.16,,100%,l3
GNv1,TX2,FP32,maxq,32,304.5,75.9926,105.07,237.857,328.871,66.956,87.844,1.8,4.15,7.18,,100%,l3
GNv1,TX2,FP32,maxq,64,604.782,74.1009,105.806,231.936,331.173,66.956,87.844,1.8,4.15,7.08,,100%,l3
GNv1,TX2,FP32,maxq,128,1201.12,72.5264,106.564,227.008,333.544,66.956,87.844,1.8,4.15,7.02,,100%,l3
GNv1,TX2,FP16,maxp,1,6.16337,99.8245,169.338,312.451,530.029,66.928,87.832,1.8,4.7,8.07,,100%,l3
GNv1,TX2,FP16,maxp,2,10.6197,108.36,192.363,339.166,602.095,66.928,87.832,1.8,4.7,8.28,,100%,l3
GNv1,TX2,FP16,maxp,4,18.9408,120.117,212.503,375.967,665.135,66.928,87.832,1.8,4.7,8.47,,100%,l3
GNv1,TX2,FP16,maxp,8,35.7512,126.529,224.57,396.036,702.904,66.928,87.832,1.8,4.7,8.61,,100%,l3
GNv1,TX2,FP16,maxp,16,68.7958,135.845,232.794,425.195,728.645,66.928,87.832,1.8,4.7,8.69,,100%,l3
GNv1,TX2,FP16,maxp,32,135.189,135.468,236.7,424.014,740.871,66.928,87.832,1.8,4.7,8.35,,100%,l3
GNv1,TX2,FP16,maxp,64,267.321,124.802,239.278,390.63,748.94,66.928,87.832,1.8,4.7,8.07,,100%,l3
GNv1,TX2,FP16,maxp,128,532.179,115.89,240.699,362.734,753.387,66.928,87.832,1.8,4.7,7.74,,100%,l3
GNv1,TX2,FP32,maxp,1,10.2465,67.515,100.033,211.322,313.103,66.956,87.844,1.8,4.7,9.15,,100%,l3
GNv1,TX2,FP32,maxp,2,18.0468,77.2597,112.349,241.823,351.652,66.956,87.844,1.8,4.7,9.37,,100%,l3
GNv1,TX2,FP32,maxp,4,32.9171,84.5094,121.937,264.514,381.662,66.956,87.844,1.8,4.7,9.56,,100%,l3
GNv1,TX2,FP32,maxp,8,62.4034,88.8812,128.575,278.198,402.44,66.956,87.844,1.8,4.7,9.71,,100%,l3
GNv1,TX2,FP32,maxp,16,121.707,91.7645,131.84,287.223,412.658,66.956,87.844,1.8,4.7,9.75,,100%,l3
GNv1,TX2,FP32,maxp,32,238.447,94.2997,134.274,295.158,420.279,66.956,87.844,1.8,4.7,9.77,,100%,l3
GNv1,TX2,FP32,maxp,64,473.498,88.4895,135.156,276.972,423.038,66.956,87.844,1.8,4.7,9.5,,100%,l3
GNv1,TX2,FP32,maxp,128,938.024,84.7963,136.319,265.412,426.68,66.956,87.844,1.8,4.7,9.16,,100%,l3
GNv1,ZCU102-DPU,INT8,,1,6.6557,103.431,150.391,323.73903,470.52977,69.49,89.26,20,29,31.45,,100%,l3
GNv1,ZCU102-DPU,INT8,,2,6.84872,202.476,290.497,633.748,909.256,69.49,89.26,20,29,33.9,,100%,l3
GNv1,ZCU102-DPU,INT8,,3,7.17587,296.555,424.312,928.217,1328.1,69.49,89.26,20,29,36.4,,100%,l3
GNv1,ZCU102-DPU,INT8,,4,8.61315,341.354,462.215,1068.44,1446.73,69.49,89.26,20,29,37.9,,100%,l3
GNv1,ZCU102-DPU,INT8,,5,10.3627,364.868,529.573,1142.04,1657.56,69.49,89.26,20,29,38.9,,100%,l3
GNv1,ZCU102-DPU,INT8,,6,12.8324,371.273,544.702,1162.09,1704.92,69.49,89.26,20,29,37.4,,100%,l3
GNv1,ZCU102-DPU,INT8,,7,15.4456,377.01,536.201,1180.04,1678.31,69.49,89.26,20,29,38.5,,100%,l3
GNv1,ZCU102-DPU,INT8,,8,17.8224,379.109,535.491,1186.61,1676.09,69.49,89.26,20,29,39,,100%,l3
GNv1,ZCU104-DPU,INT8,,1,,103.355,,323.50115,468.63612,69.49,89.26,9.2,,21.4933,,100%,l3
GNv1,ZCU104-DPU,INT8,,2,,159.735,,499.97055,895.19252,69.49,89.26,9.2,,24.5978,,100%,l3
GNv1,ZCU104-DPU,INT8,,3,,250.53,,784.1589,1050.35601,69.49,89.26,9.2,,25.4099,,100%,l3
GNv1,ZCU104-DPU,INT8,,4,,250.156,,782.98828,971.11693,69.49,89.26,9.2,,25.4972,,100%,l3
GNv1,ZCU104-DPU,INT8,,5,,271.025,,848.30825,1122.66214,69.49,89.26,9.2,,25.9565,,100%,l3
GNv1,ZCU104-DPU,INT8,,6,,272.126,,851.75438,1116.67132,69.49,89.26,9.2,,25.9983,,100%,l3
GNv1,ZCU104-DPU,INT8,,7,,272.783,,853.81079,1081.32423,69.49,89.26,9.2,,25.9258,,100%,l3
GNv1,ZCU104-DPU,INT8,,8,,270.51,,846.6963,1062.84158,69.49,89.26,9.2,,25.8968,,100%,l3
GNv1,Ultra96-DPU,INT8,,1,16.7913,50.447,59.5752,157.89911,185.976462,69.41,89.31,2.5,6.8,8.02899,,100%,l3
GNv1,Ultra96-DPU,INT8,,2,29.9483,59.9339,66.5095,187.593107,205.887331,69.41,89.31,2.5,6.8,8.23871,,100%,l3
GNv1,Ultra96-DPU,INT8,,3,47.3482,59.6774,,186.790262,197.677028,69.41,89.31,2.5,6.8,8.33854,,100%,l3
GNv1,Ultra96-DPU,INT8,,4,63.2061,59.7523,,187.024699,193.705371,69.41,89.31,2.5,6.8,8.23847,,100%,l3
GNv1,Ultra96-DPU,INT8,,5,81.108,59.5355,,186.346115,194.621522,69.41,89.31,2.5,6.8,8.22945,,100%,l3
GNv1,Ultra96-DPU,INT8,,6,99.308,57.3676,,179.560588,190.946276,69.41,89.31,2.5,6.8,8.22359,,100%,l3
GNv1,Ultra96-DPU,INT8,,7,116.474,58.816,,184.09408,191.682765,69.41,89.31,2.5,6.8,8.49968,,100%,l3
GNv1,Ultra96-DPU,INT8,,8,129.952,59.4669,62.0088,186.131397,191.24926,69.41,89.31,2.5,6.8,8.23202,,100%,l3
GNv1,ZCU104-FINN,INT4,,1,,,,,,,,,,,,100%,l3
GNv1,ZCU104-FINN,INT4,,2,,,,,,,,,,,,100%,l3
GNv1,ZCU104-FINN,INT4,,4,,,,,,,,,,,,100%,l3
GNv1,ZCU104-FINN,INT4,,8,,,,,,,,,,,,100%,l3
GNv1,ZCU104-FINN,INT4,,16,,,,,,,,,,,,100%,l3
GNv1,ZCU104-FINN,INT4,,32,,,,,,,,,,,,100%,l3
GNv1,ZCU104-FINN,INT4,,64,,,,,,,,,,,,100%,l3
GNv1,ZCU104-FINN,INT4,,128,,,,,,,,,,,,100%,l3
GNv1,ZCU104-FINN,INT4,,256,,,,,,,,,,,,100%,l3
GNv1,ZCU104-FINN,INT4,,512,,,,,,,,,,,,100%,l3
GNv1,ZCU104-FINN,INT2,,1,,,,,,,,,,,,100%,l3
GNv1,ZCU104-FINN,INT2,,2,,,,,,,,,,,,100%,l3
GNv1,ZCU104-FINN,INT2,,4,,,,,,,,,,,,100%,l3
GNv1,ZCU104-FINN,INT2,,8,,,,,,,,,,,,100%,l3
GNv1,ZCU104-FINN,INT2,,16,,,,,,,,,,,,100%,l3
GNv1,ZCU104-FINN,INT2,,32,,,,,,,,,,,,100%,l3
GNv1,ZCU104-FINN,INT2,,64,,,,,,,,,,,,100%,l3
GNv1,ZCU104-FINN,INT2,,128,,,,,,,,,,,,100%,l3
GNv1,ZCU104-FINN,INT2,,256,,,,,,,,,,,,100%,l3
GNv1,ZCU104-FINN,INT2,,512,,,,,,,,,,,,100%,l3
GNv1,ZCU104-Bismo,INT4,,2,,,,,,,,,,,,100%,l3
GNv1,ZCU104-Bismo,INT4,,4,,,,,,,,,,,,100%,l3
GNv1,ZCU104-Bismo,INT4,,8,,,,,,,,,,,,100%,l3
GNv1,ZCU104-Bismo,INT4,,16,,,,,,,,,,,,100%,l3
GNv1,ZCU104-Bismo,INT4,,32,,,,,,,,,,,,100%,l3
GNv1,ZCU104-Bismo,INT4,,64,,,,,,,,,,,,100%,l3
GNv1,ZCU104-Bismo,INT4,,128,,,,,,,,,,,,100%,l3
GNv1,ZCU104-Bismo,INT2,,2,,,,,,,,,,,,100%,l3
GNv1,ZCU104-Bismo,INT2,,4,,,,,,,,,,,,100%,l3
GNv1,ZCU104-Bismo,INT2,,8,,,,,,,,,,,,100%,l3
GNv1,ZCU104-Bismo,INT2,,16,,,,,,,,,,,,100%,l3
GNv1,ZCU104-Bismo,INT2,,32,,,,,,,,,,,,100%,l3
GNv1,ZCU104-Bismo,INT2,,64,,,,,,,,,,,,100%,l3
GNv1,ZCU104-Bismo,INT2,,128,,,,,,,,,,,,100%,l3
GNv1,U96-Quadcore A53,INT4,,2,,,,,,,,,,,,100%,l3
GNv1,U96-Quadcore A53,INT4,,4,,,,,,,,,,,,100%,l3
GNv1,U96-Quadcore A53,INT4,,8,,,,,,,,,,,,100%,l3
GNv1,U96-Quadcore A53,INT4,,16,,,,,,,,,,,,100%,l3
GNv1,U96-Quadcore A53,INT4,,32,,,,,,,,,,,,100%,l3
GNv1,U96-Quadcore A53,INT4,,64,,,,,,,,,,,,100%,l3
GNv1,U96-Quadcore A53,INT4,,128,,,,,,,,,,,,100%,l3
GNv1,U96-Quadcore A53,INT2,,2,,,,,,,,,,,,100%,l3
GNv1,U96-Quadcore A53,INT2,,4,,,,,,,,,,,,100%,l3
GNv1,U96-Quadcore A53,INT2,,8,,,,,,,,,,,,100%,l3
GNv1,U96-Quadcore A53,INT2,,16,,,,,,,,,,,,100%,l3
GNv1,U96-Quadcore A53,INT2,,32,,,,,,,,,,,,100%,l3
GNv1,U96-Quadcore A53,INT2,,64,,,,,,,,,,,,100%,l3
GNv1,U96-Quadcore A53,INT2,,128,,,,,,,,,,,,100%,l3
RN50,NCS,FP16,na,1,56.3189,16.9366,17.756,130.75,137.077,75.172,92.01,0.53,1.2,1.873,,100%,l3
RN50,NCS,FP17,na,2,110.751,17.2123,18.0586,132.879,139.412,75.172,92.01,0.53,1.2,1.899,,100%,l3
RN50,NCS,FP18,na,4,220.978,17.3239,18.1367,133.74,140.015,75.172,92.01,0.53,1.2,1.925,,100%,l3
RN50,NCS,FP19,na,8,440.286,17.3811,18.2055,134.182,140.546,75.172,92.01,0.53,1.2,1.925,,100%,l3
RN50,NCS,FP20,na,16,878.95,17.4019,18.2391,134.342,140.806,75.172,92.01,0.53,1.2,1.975,,100%,l3
RN50,NCS,FP21,na,32,1755.28,17.4192,18.2663,134.476,141.016,75.172,92.01,0.53,1.2,2,,100%,l3
RN50,NCS,FP22,na,64,3510.88,17.4542,18.2647,134.746,141.003,75.172,92.01,0.53,1.2,1.975,,100%,l3
RN50,NCS,FP23,na,128,7019.1,17.4726,18.2716,134.888,141.057,75.172,92.01,0.53,1.2,2,,100%,l3
RN50,TPU,INT8,slow,1,,,,,,,,,,,,100%,l3
RN50,TPU,INT8,fast,1,,,,,,,,,,,,100%,l3
RN50,TX2,FP16,maxn,1,10.6883,70.238,94.1176,542.237,726.588,75.142,92.118,1.8,5.7,12.57,,100%,l3
RN50,TX2,FP16,maxn,2,18.2059,82.9889,111.23,640.674,858.692,75.142,92.118,1.8,5.7,13.57,,100%,l3
RN50,TX2,FP16,maxn,4,33.9661,89.2764,118.045,689.214,911.311,75.142,92.118,1.8,5.7,13.76,,100%,l3
