NN_Topology,HWType,Precision,Op mode,batch/thread/stream,lat-comp,fps-system,fps-comp,tp-system,tp-comp,top1,top5 [%],BasePWR [W],IdlePWR [W],FullPwr [W],GOPS,PruningFactor,level,hw_quant_prun,norm-lat-comp,quant_model
CNV,ZCU104-FINN,INT4,,16,1.1840000000000002,,13547.841,,413.356117479168,81.09,,9.2,11.5,13.875,,25.0,l3,ZCU104-FINN_INT4_25%,8.131237625873655e-05,INT4_ZCU104-FINN
CNV,ZCU104-FINN,INT4,,32,2.24,,14388.489,,439.00500082867205,81.09,,9.2,11.5,13.925,,25.0,l3,ZCU104-FINN_INT4_25%,0.00015383422535436643,INT4_ZCU104-FINN
CNV,ZCU104-FINN,INT4,,64,4.288,,14852.633999999998,,453.166458373632,81.09,,9.2,11.5,13.9,,25.0,l3,ZCU104-FINN_INT4_25%,0.00029448265996407286,INT4_ZCU104-FINN
CNV,ZCU104-FINN,INT4,,128,8.448,,15094.34,,460.54111340032006,81.09,,9.2,11.5,14.25,,25.0,l3,ZCU104-FINN_INT4_25%,0.0005801747927650391,INT4_ZCU104-FINN
CNV,ZCU104-FINN,INT4,,256,16.896,,15219.071000000002,,464.346761982208,81.09,,9.2,11.5,14.95,,25.0,l3,ZCU104-FINN_INT4_25%,0.0011603495855300782,INT4_ZCU104-FINN
CNV,ZCU104-FINN,INT4,,512,33.28,,15282.214,,466.273308457472,81.09,,9.2,11.5,15.4,,25.0,l3,ZCU104-FINN_INT4_25%,0.00228553706240773,INT4_ZCU104-FINN
CNV,ZCU104-FINN,INT4,,10000,651.779,,15342.62,,468.11634674175997,81.09,,9.2,11.5,16.625,,25.0,l3,ZCU104-FINN_INT4_25%,0.04476157034251946,INT4_ZCU104-FINN
CNV,ZCU104-FINN,INT2,,1,0.11900000000000001,,8403.360999999999,,256.393670160128,79.89,,9.2,11.5,13.475,,25.0,l3,ZCU104-FINN_INT2_25%,8.172443221950717e-06,INT2_ZCU104-FINN
CNV,ZCU104-FINN,INT2,,2,0.16399999999999998,,12195.122,,372.083513683456,79.89,,9.2,11.5,13.375,,25.0,l3,ZCU104-FINN_INT2_25%,1.1262862927730397e-05,INT2_ZCU104-FINN
CNV,ZCU104-FINN,INT2,,4,0.252,,15936.255,,486.22865399424006,79.89,,9.2,11.5,13.075,,25.0,l3,ZCU104-FINN_INT2_25%,1.7306350352366222e-05,INT2_ZCU104-FINN
CNV,ZCU104-FINN,INT2,,8,0.384,,20942.408,,638.9706272419841,79.89,,9.2,11.5,13.075,,25.0,l3,ZCU104-FINN_INT2_25%,2.6371581489319958e-05,INT2_ZCU104-FINN
CNV,ZCU104-FINN,INT2,,16,0.64,,24844.72,,758.0334755225599,79.89,,9.2,11.5,13.025,,25.0,l3,ZCU104-FINN_INT2_25%,4.395263581553326e-05,INT2_ZCU104-FINN
CNV,ZCU104-FINN,INT2,,32,1.1840000000000002,,27373.824,,835.1985832427521,79.89,,9.2,11.5,12.95,,25.0,l3,ZCU104-FINN_INT2_25%,8.131237625873655e-05,INT2_ZCU104-FINN
CNV,ZCU104-FINN,INT2,,64,2.24,,28854.824,,880.385149130752,79.89,,9.2,11.5,13.075,,25.0,l3,ZCU104-FINN_INT2_25%,0.00015383422535436643,INT2_ZCU104-FINN
CNV,ZCU104-FINN,INT2,,128,4.352,,29657.09,,904.8629651123199,79.89,,9.2,11.5,13.225,,25.0,l3,ZCU104-FINN_INT2_25%,0.0002988779235456262,INT2_ZCU104-FINN
CNV,ZCU104-FINN,INT2,,256,8.448,,30075.188,,917.6194896394239,79.89,,9.2,11.5,13.325,,25.0,l3,ZCU104-FINN_INT2_25%,0.0005801747927650391,INT2_ZCU104-FINN
CNV,ZCU104-FINN,INT2,,512,16.896,,30286.897,,924.078910758656,79.89,,9.2,11.5,13.825,,25.0,l3,ZCU104-FINN_INT2_25%,0.0011603495855300782,INT2_ZCU104-FINN
CNV,ZCU104-Bismo,INT4,,2,6.8628605,,291.423670931385,,,81.09,,9.2,,14.975,,25.0,l3,ZCU104-Bismo_INT4_25%,0.00047131376282704454,INT4_ZCU104-Bismo
CNV,ZCU104-Bismo,INT4,,4,12.0626167,,331.603009486325,,,81.09,,9.2,,15.025,,25.0,l3,ZCU104-Bismo_INT4_25%,0.0008284121856210463,INT4_ZCU104-Bismo
CNV,ZCU104-Bismo,INT4,,8,25.3374479,,315.73819240098,,,81.09,,9.2,,15.225,,25.0,l3,ZCU104-Bismo_INT4_25%,0.0017400744063183564,INT4_ZCU104-Bismo
CNV,ZCU104-Bismo,INT4,,16,44.0356425,,363.342035942816,,,81.09,,9.2,,15.4,,25.0,l3,ZCU104-Bismo_INT4_25%,0.003024191496414873,INT4_ZCU104-Bismo
CNV,ZCU104-Bismo,INT4,,32,88.45457359999999,,361.767613562946,,,81.09,,9.2,,15.5,,25.0,l3,ZCU104-Bismo_INT4_25%,0.006074705718217317,INT4_ZCU104-Bismo
CNV,ZCU104-Bismo,INT4,,64,188.71915900000002,,339.12825989225604,,,81.09,,9.2,,15.475,,25.0,l3,ZCU104-Bismo_INT4_25%,0.012960475729594871,INT4_ZCU104-Bismo
CNV,ZCU104-Bismo,INT4,,128,347.028579,,368.84570247455,,,81.09,,9.2,,15.65,,25.0,l3,ZCU104-Bismo_INT4_25%,0.023832532422451584,INT4_ZCU104-Bismo
CNV,ZCU104-Bismo,INT2,,2,4.2060401,,475.50664103273806,,,79.89,,9.2,,14.825,,25.0,l3,ZCU104-Bismo_INT2_25%,0.0002888539824075455,INT2_ZCU104-Bismo
CNV,ZCU104-Bismo,INT2,,4,7.6543491999999995,,522.578719037276,,,79.89,,9.2,,14.975,,25.0,l3,ZCU104-Bismo_INT2_25%,0.0005256700356133099,INT2_ZCU104-Bismo
CNV,ZCU104-Bismo,INT2,,8,15.1703086,,527.345897235077,,,79.89,,9.2,,15.0,,25.0,l3,ZCU104-Bismo_INT2_25%,0.0010418360142266441,INT2_ZCU104-Bismo
CNV,ZCU104-Bismo,INT2,,16,27.868153200000002,,574.1320526399289,,,79.89,,9.2,,15.275,,25.0,l3,ZCU104-Bismo_INT2_25%,0.001913873106954825,INT2_ZCU104-Bismo
CNV,ZCU104-Bismo,INT2,,32,55.855311300000004,,572.908811270021,,,79.89,,9.2,,15.475,,25.0,l3,ZCU104-Bismo_INT2_25%,0.0038359189936439685,INT2_ZCU104-Bismo
CNV,ZCU104-Bismo,INT2,,64,114.31291470000001,,559.866749684058,,,79.89,,9.2,,15.475,,25.0,l3,ZCU104-Bismo_INT2_25%,0.007850552982533156,INT2_ZCU104-Bismo
CNV,ZCU104-Bismo,INT2,,128,220.03920499999998,,581.71451764698,,,79.89,,9.2,,15.5,,25.0,l3,ZCU104-Bismo_INT2_25%,0.015111411003913227,INT2_ZCU104-Bismo
CNV,A53-gemmlowp,INT4,,2,8.55,,233.918128654971,,,81.09,,9.2,,14.5,,25.0,l3,A53-gemmlowp_INT4_25%,0.0005871797440981397,INT4_A53-gemmlowp
CNV,A53-gemmlowp,INT4,,4,14.137,,282.945462262149,,,81.09,,9.2,,14.5,,25.0,l3,A53-gemmlowp_INT4_25%,0.0009708725195690527,INT4_A53-gemmlowp
CNV,A53-gemmlowp,INT4,,8,25.2,,317.460317460317,,,81.09,,9.2,,14.5,,25.0,l3,A53-gemmlowp_INT4_25%,0.0017306350352366221,INT4_A53-gemmlowp
CNV,A53-gemmlowp,INT4,,16,46.58,,343.49506225848,,,81.09,,9.2,,14.5,,25.0,l3,A53-gemmlowp_INT4_25%,0.00319892777544928,INT4_A53-gemmlowp
CNV,A53-gemmlowp,INT4,,32,90.412,,353.93531832057704,,,81.09,,9.2,,14.5,,25.0,l3,A53-gemmlowp_INT4_25%,0.006209133920865615,INT4_A53-gemmlowp
CNV,A53-gemmlowp,INT4,,64,178.84799999999998,,357.845768473788,,,81.09,,9.2,,14.5,,25.0,l3,A53-gemmlowp_INT4_25%,0.01228256407865077,INT4_A53-gemmlowp
CNV,A53-gemmlowp,INT4,,128,353.671,,361.918279983374,,,81.09,,9.2,,14.5,,25.0,l3,A53-gemmlowp_INT4_25%,0.024288707283617914,INT4_A53-gemmlowp
CNV,A53-gemmlowp,INT2,,2,8.433,,237.16352424997,,,79.89,,9.2,,14.5,,25.0,l3,A53-gemmlowp_INT2_25%,0.0005791446528631125,INT2_A53-gemmlowp
CNV,A53-gemmlowp,INT2,,4,14.103,,283.62759696518503,,,79.89,,9.2,,14.5,,25.0,l3,A53-gemmlowp_INT2_25%,0.0009685375357913525,INT2_A53-gemmlowp
CNV,A53-gemmlowp,INT2,,8,24.808000000000003,,322.476620445018,,,79.89,,9.2,,14.5,,25.0,l3,A53-gemmlowp_INT2_25%,0.0017037140457996083,INT2_A53-gemmlowp
CNV,A53-gemmlowp,INT2,,16,46.974,,340.613956656874,,,79.89,,9.2,,14.5,,25.0,l3,A53-gemmlowp_INT2_25%,0.003225986116873218,INT2_A53-gemmlowp
CNV,A53-gemmlowp,INT2,,32,90.564,,353.341283512212,,,79.89,,9.2,,14.5,,25.0,l3,A53-gemmlowp_INT2_25%,0.0062195726718718035,INT2_A53-gemmlowp
CNV,A53-gemmlowp,INT2,,64,178.144,,359.25992455541603,,,79.89,,9.2,,14.5,,25.0,l3,A53-gemmlowp_INT2_25%,0.012234216179253684,INT2_A53-gemmlowp
CNV,A53-gemmlowp,INT2,,128,351.97,,363.66735801346704,,,79.89,,9.2,,14.5,,25.0,l3,A53-gemmlowp_INT2_25%,0.024171889418739444,INT2_A53-gemmlowp
CNV,NCS,FP16,na,1,1.9000400000000002,293.812,526.305,,,77.82,,0.53,1.2,1.56,0.008017792,12.5,l3,NCS_FP16_12.5%,0.00013048713461710285,FP16_NCS
CNV,NCS,FP16,na,2,2.55363,356.569,783.197,,,77.82,,0.53,1.2,1.58,0.016035584,12.5,l3,NCS_FP16_12.5%,0.00017537307718378157,FP16_NCS
CNV,NCS,FP16,na,4,3.9493099999999997,396.43199999999996,1012.84,,,77.82,,0.53,1.2,1.59,0.032071168,12.5,l3,NCS_FP16_12.5%,0.0002712227877385057,FP16_NCS
CNV,NCS,FP16,na,8,6.9200800000000005,417.17199999999997,1156.06,,,77.82,,0.53,1.2,1.59,0.064142336,12.5,l3,NCS_FP16_12.5%,0.0004752433688349304,FP16_NCS
CNV,NCS,FP16,na,16,12.6046,432.293,1269.38,,,77.82,,0.53,1.2,1.58,0.128284672,12.5,l3,NCS_FP16_12.5%,0.0008656334271882352,FP16_NCS
CNV,NCS,FP16,na,32,23.6896,439.912,1350.8,,,77.82,,0.53,1.2,1.58,0.256569344,12.5,l3,NCS_FP16_12.5%,0.0016269068147119637,FP16_NCS
CNV,NCS,FP16,na,64,45.6772,447.278,1401.14,,,77.82,,0.53,1.2,1.59,0.513138688,12.5,l3,NCS_FP16_12.5%,0.0031369270885519937,FP16_NCS
CNV,NCS,FP16,na,128,89.2251,449.542,1434.57,,,77.82,,0.53,1.2,1.58,1.026277376,12.5,l3,NCS_FP16_12.5%,0.006127622384225839,FP16_NCS
CNV,GPU,FP16,maxp,1,0.552353,1051.33,1888.2,,,77.81,,1.8,4.7,5.7,,12.5,l3,GPU_FP16_12.5%,3.7933391016589446e-05,FP16_GPU
CNV,GPU,FP16,maxp,2,0.5932850000000001,1590.06,3644.02,,,77.81,,1.8,4.7,5.6,,12.5,l3,GPU_FP16_12.5%,4.074443678096665e-05,FP16_GPU
CNV,GPU,FP16,maxp,4,0.614004,2295.96,7367.22,,,77.81,,1.8,4.7,5.5,,12.5,l3,GPU_FP16_12.5%,4.2167334689501074e-05,FP16_GPU
CNV,GPU,FP16,maxp,8,0.654227,2860.34,12703.0,,,77.81,,1.8,4.7,5.5,,12.5,l3,GPU_FP16_12.5%,4.4929689174513874e-05,FP16_GPU
CNV,GPU,FP16,maxp,16,0.963234,3084.34,18132.6,,,77.81,,1.8,4.7,5.9,,12.5,l3,GPU_FP16_12.5%,6.615105188615527e-05,FP16_GPU
CNV,GPU,FP16,maxp,32,1.46628,3390.73,23181.6,,,77.81,,1.8,4.7,6.3,,12.5,l3,GPU_FP16_12.5%,0.00010069823569312518,FP16_GPU
CNV,GPU,FP16,maxp,64,2.44444,3555.56,27244.9,,,77.81,,1.8,4.7,6.4,,12.5,l3,GPU_FP16_12.5%,0.00016787434545769084,FP16_GPU
CNV,GPU,FP16,maxp,128,4.405,3631.21,29763.1,,,77.81,,1.8,4.7,6.3,,12.5,l3,GPU_FP16_12.5%,0.0003025177511991001,FP16_GPU
CNV,GPU,FP32,maxp,1,0.508646,1116.68,2095.26,,,77.84,,1.8,4.7,5.5,,12.5,l3,GPU_FP32_12.5%,3.493176937035584e-05,FP32_GPU
CNV,GPU,FP32,maxp,2,0.526775,1706.67,4135.7,,,77.84,,1.8,4.7,6.3,,12.5,l3,GPU_FP32_12.5%,3.617679645582427e-05,FP32_GPU
CNV,GPU,FP32,maxp,4,0.537918,2386.95,8205.26,,,77.84,,1.8,4.7,6.9,,12.5,l3,GPU_FP32_12.5%,3.694205305096878e-05,FP32_GPU
CNV,GPU,FP32,maxp,8,0.781062,2737.97,10589.7,,,77.84,,1.8,4.7,6.8,,12.5,l3,GPU_FP32_12.5%,5.364020880523757e-05,FP32_GPU
CNV,GPU,FP32,maxp,16,1.14841,3065.87,14488.2,,,77.84,,1.8,4.7,6.2,,12.5,l3,GPU_FP32_12.5%,7.886819765143212e-05,FP32_GPU
CNV,GPU,FP32,maxp,32,2.17781,3210.03,16511.9,,,77.84,,1.8,4.7,6.3,,12.5,l3,GPU_FP32_12.5%,0.0001495632653209789,FP32_GPU
CNV,GPU,FP32,maxp,64,3.6061900000000002,3368.42,18975.3,,,77.84,,1.8,4.7,6.2,,12.5,l3,GPU_FP32_12.5%,0.000247658680861903,FP32_GPU
CNV,GPU,FP32,maxp,128,6.471,3471.19,20283.3,,,77.84,,1.8,4.7,6.1,,12.5,l3,GPU_FP32_12.5%,0.0004444023536911184,FP32_GPU
CNV,ZCU104-FINN,INT4,,1,0.07200000000000001,,13888.889,,111.358223113088,75.85,,9.2,11.0,13.7,,12.5,l3,ZCU104-FINN_INT4_12.5%,4.944671529247493e-06,INT4_ZCU104-FINN
CNV,ZCU104-FINN,INT4,,2,0.12,,16666.667,,133.629869339264,75.85,,9.2,11.0,13.35,,12.5,l3,ZCU104-FINN_INT4_12.5%,8.241119215412486e-06,INT4_ZCU104-FINN
CNV,ZCU104-FINN,INT4,,4,0.20800000000000002,,19138.756,,153.450564746752,75.85,,9.2,11.0,13.3,,12.5,l3,ZCU104-FINN_INT4_12.5%,1.4284606640048312e-05,INT4_ZCU104-FINN
CNV,ZCU104-FINN,INT4,,8,0.368,,21739.13,,174.29982260096,75.85,,9.2,11.0,13.55,,12.5,l3,ZCU104-FINN_INT4_12.5%,2.5272765593931626e-05,INT4_ZCU104-FINN
CNV,ZCU104-FINN,INT4,,16,0.688,,23357.664,,187.276891557888,75.85,,9.2,11.0,13.225,,12.5,l3,ZCU104-FINN_INT4_12.5%,4.724908350169825e-05,INT4_ZCU104-FINN
CNV,ZCU104-FINN,INT4,,32,1.3119999999999998,,24242.424,,194.370713207808,75.85,,9.2,11.0,13.15,,12.5,l3,ZCU104-FINN_INT4_12.5%,9.010290342184318e-05,INT4_ZCU104-FINN
CNV,ZCU104-FINN,INT4,,64,2.56,,24719.968999999997,,198.19956968844798,75.85,,9.2,11.0,13.175,,12.5,l3,ZCU104-FINN_INT4_12.5%,0.00017581054326213305,INT4_ZCU104-FINN
CNV,ZCU104-FINN,INT4,,128,5.12,,24960.998,,200.132090076416,75.85,,9.2,11.0,13.275,,12.5,l3,ZCU104-FINN_INT4_12.5%,0.0003516210865242661,INT4_ZCU104-FINN
CNV,ZCU104-FINN,INT4,,256,10.24,,25085.742000000002,,201.13226152166402,75.85,,9.2,11.0,13.4,,12.5,l3,ZCU104-FINN_INT4_12.5%,0.0007032421730485322,INT4_ZCU104-FINN
CNV,ZCU104-FINN,INT4,,512,20.48,,25146.112999999998,,201.616303642496,75.85,,9.2,11.0,13.5,,12.5,l3,ZCU104-FINN_INT4_12.5%,0.0014064843460970644,INT4_ZCU104-FINN
CNV,ZCU104-FINN,INT4,,10000,396.73,,25206.016,,202.09659343667198,75.85,,9.2,11.0,14.3475,,12.5,l3,ZCU104-FINN_INT4_12.5%,0.0272458268860883,INT4_ZCU104-FINN
CNV,ZCU104-FINN,INT2,,1,0.086,,23255.814,,186.46027944268798,73.64,,9.2,11.0,13.225,,12.5,l3,ZCU104-FINN_INT2_12.5%,5.906135437712282e-06,INT2_ZCU104-FINN
CNV,ZCU104-FINN,INT2,,2,0.126,,31746.032000000003,,254.533081401344,73.64,,9.2,11.0,12.875,,12.5,l3,ZCU104-FINN_INT2_12.5%,8.653175176183111e-06,INT2_ZCU104-FINN
CNV,ZCU104-FINN,INT2,,4,0.2,,40201.006,,322.32330429875196,73.64,,9.2,11.0,13.15,,12.5,l3,ZCU104-FINN_INT2_12.5%,1.3735198692354145e-05,INT2_ZCU104-FINN
CNV,ZCU104-FINN,INT2,,8,0.32799999999999996,,48484.848,,388.741426415616,73.64,,9.2,11.0,12.775,,12.5,l3,ZCU104-FINN_INT2_12.5%,2.2525725855460795e-05,INT2_ZCU104-FINN
CNV,ZCU104-FINN,INT2,,16,0.5920000000000001,,53962.9,,432.6633079168,73.64,,9.2,11.0,12.75,,12.5,l3,ZCU104-FINN_INT2_12.5%,4.0656188129368276e-05,INT2_ZCU104-FINN
CNV,ZCU104-FINN,INT2,,32,1.12,,57296.33,,459.39005630336,73.64,,9.2,11.0,12.675,,12.5,l3,ZCU104-FINN_INT2_12.5%,7.691711267718321e-05,INT2_ZCU104-FINN
CNV,ZCU104-FINN,INT2,,64,2.176,,59095.106,,473.812268125952,73.64,,9.2,11.0,12.625,,12.5,l3,ZCU104-FINN_INT2_12.5%,0.0001494389617728131,INT2_ZCU104-FINN
CNV,ZCU104-FINN,INT2,,128,4.224,,60037.524000000005,,481.368379627008,73.64,,9.2,11.0,12.675,,12.5,l3,ZCU104-FINN_INT2_12.5%,0.00029008739638251954,INT2_ZCU104-FINN
CNV,ZCU104-FINN,INT2,,256,8.448,,60512.942,,485.180182264064,73.64,,9.2,11.0,12.725,,12.5,l3,ZCU104-FINN_INT2_12.5%,0.0005801747927650391,INT2_ZCU104-FINN
CNV,ZCU104-FINN,INT2,,512,16.896,,60757.09,,487.13771014528,73.64,,9.2,11.0,12.675,,12.5,l3,ZCU104-FINN_INT2_12.5%,0.0011603495855300782,INT2_ZCU104-FINN
CNV,ZCU104-Bismo,INT4,,2,4.1806155,,478.39845592114403,,,75.85,,9.2,,14.85,,12.5,l3,ZCU104-Bismo_INT4_12.5%,0.00028710792274417733,INT4_ZCU104-Bismo
CNV,ZCU104-Bismo,INT4,,4,7.2814085,,549.344264917976,,,75.85,,9.2,,14.825,,12.5,l3,ZCU104-Bismo_INT4_12.5%,0.0005000579625384818,INT4_ZCU104-Bismo
CNV,ZCU104-Bismo,INT4,,8,14.3851396,,556.1294657161341,,,75.85,,9.2,,14.95,,12.5,l3,ZCU104-Bismo_INT4_12.5%,0.0009879137531162592,INT4_ZCU104-Bismo
CNV,ZCU104-Bismo,INT4,,16,31.355123699999996,,510.28342777675005,,,75.85,,9.2,,15.275,,12.5,l3,ZCU104-Bismo_INT4_12.5%,0.002153344270214212,INT4_ZCU104-Bismo
CNV,ZCU104-Bismo,INT4,,32,56.98377320000001,,561.563375027612,,,75.85,,9.2,,15.475,,12.5,l3,ZCU104-Bismo_INT4_12.5%,0.003913417235710226,INT4_ZCU104-Bismo
CNV,ZCU104-Bismo,INT4,,64,119.82321599999999,,534.120199210811,,,75.85,,9.2,,15.5,,12.5,l3,ZCU104-Bismo_INT4_12.5%,0.00822897839858434,INT4_ZCU104-Bismo
CNV,ZCU104-Bismo,INT4,,128,211.559943,,605.029469118358,,,75.85,,9.2,,15.525,,12.5,l3,ZCU104-Bismo_INT4_12.5%,0.014529089262240587,INT4_ZCU104-Bismo
CNV,ZCU104-Bismo,INT2,,2,2.6645961,,750.5827993968761,,,73.64,,9.2,,14.85,,12.5,l3,ZCU104-Bismo_INT2_12.5%,0.00018299378434185975,INT2_ZCU104-Bismo
CNV,ZCU104-Bismo,INT2,,4,4.8319988,,827.814775119563,,,73.64,,9.2,,14.775,,12.5,l3,ZCU104-Bismo_INT2_12.5%,0.000331842317996084,INT2_ZCU104-Bismo
CNV,ZCU104-Bismo,INT2,,8,9.4819115,,843.7117347066569,,,73.64,,9.2,,14.875,,12.5,l3,ZCU104-Bismo_INT2_12.5%,0.0006511796921790887,INT2_ZCU104-Bismo
CNV,ZCU104-Bismo,INT2,,16,19.5757145,,817.3392598262511,,,73.64,,9.2,,15.125,,12.5,l3,ZCU104-Bismo_INT2_12.5%,0.0013443816410114904,INT2_ZCU104-Bismo
CNV,ZCU104-Bismo,INT2,,32,37.4907985,,853.542769967943,,,73.64,,9.2,,15.475,,12.5,l3,ZCU104-Bismo_INT2_12.5%,0.0025747178326625633,INT2_ZCU104-Bismo
CNV,ZCU104-Bismo,INT2,,64,76.3113003,,838.6700232914259,,,73.64,,9.2,,15.475,,12.5,l3,ZCU104-Bismo_INT2_12.5%,0.0052407543604620225,INT2_ZCU104-Bismo
CNV,ZCU104-Bismo,INT2,,128,144.856425,,883.633570274843,,,73.64,,9.2,,15.5,,12.5,l3,ZCU104-Bismo_INT2_12.5%,0.009948158896195481,INT2_ZCU104-Bismo
CNV,A53-gemmlowp,INT4,,2,3.625,,551.724137931035,,,75.85,,9.2,,14.5,,12.5,l3,A53-gemmlowp_INT4_12.5%,0.0002489504762989189,INT4_A53-gemmlowp
CNV,A53-gemmlowp,INT4,,4,6.41,,624.0249609984401,,,75.85,,9.2,,14.5,,12.5,l3,A53-gemmlowp_INT4_12.5%,0.00044021311808995037,INT4_A53-gemmlowp
CNV,A53-gemmlowp,INT4,,8,11.712,,683.060109289618,,,75.85,,9.2,,14.5,,12.5,l3,A53-gemmlowp_INT4_12.5%,0.0008043332354242587,INT4_A53-gemmlowp
CNV,A53-gemmlowp,INT4,,16,22.37,,715.2436298614219,,,75.85,,9.2,,14.5,,12.5,l3,A53-gemmlowp_INT4_12.5%,0.0015362819737398112,INT4_A53-gemmlowp
CNV,A53-gemmlowp,INT4,,32,43.397,,737.3781597806301,,,75.85,,9.2,,14.5,,12.5,l3,A53-gemmlowp_INT4_12.5%,0.002980332088260464,INT4_A53-gemmlowp
CNV,A53-gemmlowp,INT4,,64,85.38,,749.5900679316001,,,75.85,,9.2,,14.5,,12.5,l3,A53-gemmlowp_INT4_12.5%,0.005863556321765984,INT4_A53-gemmlowp
CNV,A53-gemmlowp,INT4,,128,168.071,,761.58290246384,,,75.85,,9.2,,14.5,,12.5,l3,A53-gemmlowp_INT4_12.5%,0.011542442897113267,INT4_A53-gemmlowp
CNV,A53-gemmlowp,INT2,,2,3.6510000000000002,,547.7951246233911,,,73.64,,9.2,,14.5,,12.5,l3,A53-gemmlowp_INT2_12.5%,0.0002507360521289249,INT2_A53-gemmlowp
CNV,A53-gemmlowp,INT2,,4,6.306,,634.316523945449,,,73.64,,9.2,,14.5,,12.5,l3,A53-gemmlowp_INT2_12.5%,0.0004330708147699262,INT2_A53-gemmlowp
CNV,A53-gemmlowp,INT2,,8,11.731,,681.953797630211,,,73.64,,9.2,,14.5,,12.5,l3,A53-gemmlowp_INT2_12.5%,0.0008056380793000324,INT2_A53-gemmlowp
CNV,A53-gemmlowp,INT2,,16,22.21,,720.396217919856,,,73.64,,9.2,,14.5,,12.5,l3,A53-gemmlowp_INT2_12.5%,0.0015252938147859278,INT2_A53-gemmlowp
CNV,A53-gemmlowp,INT2,,32,43.493,,735.750580553192,,,73.64,,9.2,,14.5,,12.5,l3,A53-gemmlowp_INT2_12.5%,0.0029869249836327943,INT2_A53-gemmlowp
CNV,A53-gemmlowp,INT2,,64,85.12700000000001,,751.817872120479,,,73.64,,9.2,,14.5,,12.5,l3,A53-gemmlowp_INT2_12.5%,0.005846181295420157,INT2_A53-gemmlowp
CNV,A53-gemmlowp,INT2,,128,167.092,,766.0450530246809,,,73.64,,9.2,,14.5,,12.5,l3,A53-gemmlowp_INT2_12.5%,0.011475209099514194,INT2_A53-gemmlowp
