NN_Topology,HWType,Precision,Op mode,batch/thread/stream,lat-comp,fps-system,fps-comp,tp-system,tp-comp,top1,top5 [%],BasePWR [W],IdlePWR [W],FullPwr [W],GOPS,PruningFactor,level,hw_quant_prun_net,norm-lat-comp,quant_model,hw_precision_net_prun
RN50,Ultra96-DPU,INT8,,6,157.586,37.2975,38.4986,139.9372362,144.443667312,69.49,91.0,2.5,6.8,8.29005,,25.0,l3,Ultra96-DPU_INT8_25%_RN50,0.022451026484876978,INT8_Ultra96-DPU,Ultra96-DPU_INT8_RN50_25.0
RN50,Ultra96-DPU,INT8,,7,184.13400000000001,37.3479,38.4906,140.12633296799999,144.413651952,69.49,91.0,2.5,6.8,8.29093,,25.0,l3,Ultra96-DPU_INT8_25%_RN50,0.02623327777065436,INT8_Ultra96-DPU,Ultra96-DPU_INT8_RN50_25.0
RN50,Ultra96-DPU,INT8,,8,210.71900000000002,37.2311,38.4158,139.688108712,144.13300833600002,69.49,91.0,2.5,6.8,8.29107,,25.0,l3,Ultra96-DPU_INT8_25%_RN50,0.03002080038751407,INT8_Ultra96-DPU,Ultra96-DPU_INT8_RN50_25.0
RN50,Ultra96-DPU,INT8,,1,21.7491,40.3083,45.9851,98.64408409200001,112.53657612399999,68.83,90.16,2.5,6.8,8.09695,,12.5,l3,Ultra96-DPU_INT8_12.5%_RN50,0.003098559644398854,INT8_Ultra96-DPU,Ultra96-DPU_INT8_RN50_12.5
RN50,Ultra96-DPU,INT8,,2,40.5016,46.163000000000004,49.5801,112.97194012,121.334403924,68.83,90.16,2.5,6.8,8.2518,,12.5,l3,Ultra96-DPU_INT8_12.5%_RN50,0.005770198458491829,INT8_Ultra96-DPU,Ultra96-DPU_INT8_RN50_12.5
RN50,Ultra96-DPU,INT8,,3,62.6155,45.9442,48.1703,112.436484008,117.884284972,68.83,90.16,2.5,6.8,8.233839999999999,,12.5,l3,Ultra96-DPU_INT8_12.5%_RN50,0.00892073057799433,INT8_Ultra96-DPU,Ultra96-DPU_INT8_RN50_12.5
RN50,Ultra96-DPU,INT8,,4,83.6273,46.0664,47.6412,112.735536736,116.589450288,68.83,90.16,2.5,6.8,8.239519999999999,,12.5,l3,Ultra96-DPU_INT8_12.5%_RN50,0.011914248265447137,INT8_Ultra96-DPU,Ultra96-DPU_INT8_RN50_12.5
RN50,Ultra96-DPU,INT8,,5,105.42299999999999,45.8889,47.864,112.301151636,117.13469536,68.83,90.16,2.5,6.8,8.23772,,12.5,l3,Ultra96-DPU_INT8_12.5%_RN50,0.015019446937641576,INT8_Ultra96-DPU,Ultra96-DPU_INT8_RN50_12.5
RN50,Ultra96-DPU,INT8,,6,126.833,45.7756,47.7383,112.023879344,116.82707729200001,68.83,90.16,2.5,6.8,8.24451,,12.5,l3,Ultra96-DPU_INT8_12.5%_RN50,0.018069695545012893,INT8_Ultra96-DPU,Ultra96-DPU_INT8_RN50_12.5
RN50,Ultra96-DPU,INT8,,7,149.92600000000002,45.8651,47.7294,112.242907324,116.805296856,68.83,90.16,2.5,6.8,8.24192,,12.5,l3,Ultra96-DPU_INT8_12.5%_RN50,0.021359718482426522,INT8_Ultra96-DPU,Ultra96-DPU_INT8_RN50_12.5
RN50,Ultra96-DPU,INT8,,8,170.095,45.6856,47.7208,111.803627744,116.784250592,68.83,90.16,2.5,6.8,8.23289,,12.5,l3,Ultra96-DPU_INT8_12.5%_RN50,0.024233163795928252,INT8_Ultra96-DPU,Ultra96-DPU_INT8_RN50_12.5
