NN_Topology,HWType,Datatype,Op mode,batch/thread/stream,lat-sys,lat-comp,fps-system,fps-comp,tp-system,tp-comp,top1,top5 [%],Base_Pwr_W,Idle_Pwr_W,Full_Pwr_W,GOPS,PruningFactor,level,hw_datatype_prun_net,norm-lat-comp,datatype_model,tag
MLP,ZCU104-FINN,INT2,,1,,0.008,,125000.0,,727.5,98.49,,9.2,12.76,13.02,0.0058200000000000005,50.0,l3,ZCU104-FINN_INT2_50%_MLP,1.8379650051463018e-05,INT2_ZCU104-FINN,ZCU104-FINN_INT2_MLP_50.0
MLP,ZCU104-FINN,INT2,,2,,0.011,,181818.182,,1058.18181924,98.49,,9.2,12.76,12.9975,0.011640000000000001,50.0,l3,ZCU104-FINN_INT2_50%_MLP,2.527201882076165e-05,INT2_ZCU104-FINN,ZCU104-FINN_INT2_MLP_50.0
MLP,ZCU104-FINN,INT2,,4,,0.015,,266666.667,,1552.00000194,98.49,,9.2,12.76,13.005,0.023280000000000002,50.0,l3,ZCU104-FINN_INT2_50%_MLP,3.4461843846493164e-05,INT2_ZCU104-FINN,ZCU104-FINN_INT2_MLP_50.0
MLP,ZCU104-FINN,INT2,,8,,0.023,,347826.0870000001,,2024.34782634,98.49,,9.2,12.76,12.94,0.046560000000000004,50.0,l3,ZCU104-FINN_INT2_50%_MLP,5.284149389795618e-05,INT2_ZCU104-FINN,ZCU104-FINN_INT2_MLP_50.0
MLP,ZCU104-FINN,INT2,,16,,0.039,,410256.41,,2387.6923062,98.49,,9.2,12.76,12.9325,0.09312000000000001,50.0,l3,ZCU104-FINN_INT2_50%_MLP,8.960079400088221e-05,INT2_ZCU104-FINN,ZCU104-FINN_INT2_MLP_50.0
MLP,ZCU104-FINN,INT2,,32,,0.07200000000000001,,444444.444,,2586.6666640799995,98.49,,9.2,12.76,13.02,0.18624000000000002,50.0,l3,ZCU104-FINN_INT2_50%_MLP,0.0001654168504631672,INT2_ZCU104-FINN,ZCU104-FINN_INT2_MLP_50.0
MLP,ZCU104-FINN,INT2,,64,,0.138,,463768.116,,2699.13043512,98.49,,9.2,12.76,13.0575,0.37248000000000003,50.0,l3,ZCU104-FINN_INT2_50%_MLP,0.0003170489633877371,INT2_ZCU104-FINN,ZCU104-FINN_INT2_MLP_50.0
MLP,ZCU104-FINN,INT2,,128,,0.269,,475836.431,,2769.36802842,98.49,,9.2,12.76,13.0375,0.7449600000000001,50.0,l3,ZCU104-FINN_INT2_50%_MLP,0.000618015732980444,INT2_ZCU104-FINN,ZCU104-FINN_INT2_MLP_50.0
MLP,ZCU104-FINN,INT2,,256,,0.531,,482109.228,,2805.87570696,98.49,,9.2,12.76,13.13,1.4899200000000001,50.0,l3,ZCU104-FINN_INT2_50%_MLP,0.0012199492721658581,INT2_ZCU104-FINN,ZCU104-FINN_INT2_MLP_50.0
MLP,ZCU104-FINN,INT2,,512,,1.056,,484848.485,,2821.8181827,98.49,,9.2,12.76,13.185,2.9798400000000003,50.0,l3,ZCU104-FINN_INT2_50%_MLP,0.0024261138067931186,INT2_ZCU104-FINN,ZCU104-FINN_INT2_MLP_50.0
MLP,ZCU104-Bismo,INT4,,2,,1.1901049,,1680.524129,,9.780650430779998,98.62,,9.2,14.3,15.275,0.011640000000000001,50.0,l3,ZCU104-Bismo_INT4_50%_MLP,0.0027342139483164237,INT4_ZCU104-Bismo,ZCU104-Bismo_INT4_MLP_50.0
MLP,ZCU104-Bismo,INT4,,4,,1.9075338,,2096.948426000001,,12.20423983932,98.62,,9.2,14.3,15.2,0.023280000000000002,50.0,l3,ZCU104-Bismo_INT4_50%_MLP,0.004382475463167181,INT4_ZCU104-Bismo,ZCU104-Bismo_INT4_MLP_50.0
MLP,ZCU104-Bismo,INT4,,8,,3.340349,,2394.959329,,13.938663294779996,98.62,,9.2,14.3,15.475,0.046560000000000004,50.0,l3,ZCU104-Bismo_INT4_50%_MLP,0.0076743057087193065,INT4_ZCU104-Bismo,ZCU104-Bismo_INT4_MLP_50.0
MLP,ZCU104-Bismo,INT4,,16,,6.27726,,2548.882793,,14.834497855259993,98.62,,9.2,14.3,15.375,0.09312000000000001,50.0,l3,ZCU104-Bismo_INT4_50%_MLP,0.014421730260255844,INT4_ZCU104-Bismo,ZCU104-Bismo_INT4_MLP_50.0
MLP,ZCU104-Bismo,INT4,,32,,12.228749,,2616.784432,,15.22968539424,98.62,,9.2,14.3,15.35,0.18624000000000002,50.0,l3,ZCU104-Bismo_INT4_50%_MLP,0.02809501589839729,INT4_ZCU104-Bismo,ZCU104-Bismo_INT4_MLP_50.0
MLP,ZCU104-Bismo,INT4,,64,,23.566854,,2715.678554,,15.80524918428,98.62,,9.2,14.3,15.4,0.37248000000000003,50.0,l3,ZCU104-Bismo_INT4_50%_MLP,0.05414381616674018,INT4_ZCU104-Bismo,ZCU104-Bismo_INT4_MLP_50.0
MLP,ZCU104-Bismo,INT4,,128,,46.917617,,2728.186302,,15.878044277639999,98.62,,9.2,14.3,15.4,0.7449600000000001,50.0,l3,ZCU104-Bismo_INT4_50%_MLP,0.10779117271357153,INT4_ZCU104-Bismo,ZCU104-Bismo_INT4_MLP_50.0
MLP,ZCU104-Bismo,INT2,,2,,0.8490053,,2355.697897,,13.710161760539998,98.49,,9.2,14.3,15.35,0.011640000000000001,50.0,l3,ZCU104-Bismo_INT2_50%_MLP,0.001950552538229672,INT2_ZCU104-Bismo,ZCU104-Bismo_INT2_MLP_50.0
MLP,ZCU104-Bismo,INT2,,4,,1.2278494,,3257.728513,,18.95997994566,98.49,,9.2,14.3,15.225,0.023280000000000002,50.0,l3,ZCU104-Bismo_INT2_50%_MLP,0.0028209302859873546,INT2_ZCU104-Bismo,ZCU104-Bismo_INT2_MLP_50.0
MLP,ZCU104-Bismo,INT2,,8,,2.0011013,,3997.798612,,23.26718792184,98.49,,9.2,14.3,15.375,0.046560000000000004,50.0,l3,ZCU104-Bismo_INT2_50%_MLP,0.004597442701440964,INT2_ZCU104-Bismo,ZCU104-Bismo_INT2_MLP_50.0
MLP,ZCU104-Bismo,INT2,,16,,3.5625733,,4491.135663,,26.13840955866,98.49,,9.2,14.3,15.4,0.09312000000000001,50.0,l3,ZCU104-Bismo_INT2_50%_MLP,0.008184856317085723,INT2_ZCU104-Bismo,ZCU104-Bismo_INT2_MLP_50.0
MLP,ZCU104-Bismo,INT2,,32,,6.650998,,4811.308017,,28.00181265894,98.49,,9.2,14.3,15.325,0.18624000000000002,50.0,l3,ZCU104-Bismo_INT2_50%_MLP,0.015280376966622556,INT2_ZCU104-Bismo,ZCU104-Bismo_INT2_MLP_50.0
MLP,ZCU104-Bismo,INT2,,64,,12.741983,,5022.7660799999985,,29.232498585599995,98.49,,9.2,14.3,15.4,0.37248000000000003,50.0,l3,ZCU104-Bismo_INT2_50%_MLP,0.029274148562711363,INT2_ZCU104-Bismo,ZCU104-Bismo_INT2_MLP_50.0
MLP,ZCU104-Bismo,INT2,,128,,25.079286,,5103.8135619999985,,29.704194930839996,98.49,,9.2,14.3,15.4,0.7449600000000001,50.0,l3,ZCU104-Bismo_INT2_50%_MLP,0.05761856252756947,INT2_ZCU104-Bismo,ZCU104-Bismo_INT2_MLP_50.0
MLP,U96-Quadcore A53,INT4,,2,,26.779,,74.6853878,,0.43466895699600006,98.62,,9.2,14.3,15.35357143,0.011640000000000001,50.0,l3,U96-Quadcore A53_INT4_50%_MLP,0.06152358109101602,INT4_U96-Quadcore A53,U96-Quadcore A53_INT4_MLP_50.0
MLP,U96-Quadcore A53,INT4,,4,,26.904,,148.6767767,,0.865298840394,98.62,,9.2,14.3,15.35918367,0.023280000000000002,50.0,l3,U96-Quadcore A53_INT4_50%_MLP,0.061810763123070135,INT4_U96-Quadcore A53,U96-Quadcore A53_INT4_MLP_50.0
MLP,U96-Quadcore A53,INT4,,8,,27.285,,293.2013927,,1.7064321055139997,98.62,,9.2,14.3,15.37055394,0.046560000000000004,50.0,l3,U96-Quadcore A53_INT4_50%_MLP,0.06268609395677106,INT4_U96-Quadcore A53,U96-Quadcore A53_INT4_MLP_50.0
MLP,U96-Quadcore A53,INT4,,16,,33.679,,475.0734879,,2.764927699578,98.62,,9.2,14.3,15.3630935,0.09312000000000001,50.0,l3,U96-Quadcore A53_INT4_50%_MLP,0.07737602926040288,INT4_U96-Quadcore A53,U96-Quadcore A53_INT4_MLP_50.0
MLP,U96-Quadcore A53,INT4,,32,,47.012,,680.6772739,,3.961541734098,98.62,,9.2,14.3,15.36224304,0.18624000000000002,50.0,l3,U96-Quadcore A53_INT4_50%_MLP,0.10800801352742244,INT4_U96-Quadcore A53,U96-Quadcore A53_INT4_MLP_50.0
MLP,U96-Quadcore A53,INT4,,64,,74.628,,857.5869647,,4.991156134553999,98.62,,9.2,14.3,15.36311754,0.37248000000000003,50.0,l3,U96-Quadcore A53_INT4_50%_MLP,0.1714545655050728,INT4_U96-Quadcore A53,U96-Quadcore A53_INT4_MLP_50.0
MLP,U96-Quadcore A53,INT4,,128,,129.957,,984.9411728,,5.7323576256959985,98.62,,9.2,14.3,15.36048308,0.7449600000000001,50.0,l3,U96-Quadcore A53_INT4_50%_MLP,0.29857052271724743,INT4_U96-Quadcore A53,U96-Quadcore A53_INT4_MLP_50.0
MLP,U96-Quadcore A53,INT2,,2,,26.684,,74.95128167,,0.4362164593194,98.49,,9.2,14.3,15.35766044,0.011640000000000001,50.0,l3,U96-Quadcore A53_INT2_50%_MLP,0.061305322746654914,INT2_U96-Quadcore A53,U96-Quadcore A53_INT2_MLP_50.0
MLP,U96-Quadcore A53,INT2,,4,,27.236,,146.8644441,,0.8547510646619999,98.49,,9.2,14.3,15.35820762,0.023280000000000002,50.0,l3,U96-Quadcore A53_INT2_50%_MLP,0.06257351860020585,INT2_U96-Quadcore A53,U96-Quadcore A53_INT2_MLP_50.0
MLP,U96-Quadcore A53,INT2,,8,,26.752,,299.0430622,,1.740430622004,98.49,,9.2,14.3,15.36772245,0.046560000000000004,50.0,l3,U96-Quadcore A53_INT2_50%_MLP,0.06146154977209234,INT2_U96-Quadcore A53,U96-Quadcore A53_INT2_MLP_50.0
MLP,U96-Quadcore A53,INT2,,16,,33.614000000000004,,475.9921461,,2.770274290302,98.49,,9.2,14.3,15.36720262,0.09312000000000001,50.0,l3,U96-Quadcore A53_INT2_50%_MLP,0.07722669460373477,INT2_U96-Quadcore A53,U96-Quadcore A53_INT2_MLP_50.0
MLP,U96-Quadcore A53,INT2,,32,,46.919,,682.0264712000002,,3.9693940623839996,98.49,,9.2,14.3,15.36485995,0.18624000000000002,50.0,l3,U96-Quadcore A53_INT2_50%_MLP,0.10779435009557416,INT2_U96-Quadcore A53,U96-Quadcore A53_INT2_MLP_50.0
MLP,U96-Quadcore A53,INT2,,64,,74.5,,859.0604027,,4.999731543714,98.49,,9.2,14.3,15.36770709,0.37248000000000003,50.0,l3,U96-Quadcore A53_INT2_50%_MLP,0.17116049110424938,INT2_U96-Quadcore A53,U96-Quadcore A53_INT2_MLP_50.0
MLP,U96-Quadcore A53,INT2,,128,,129.915,,985.2595928,,5.734210830095999,98.49,,9.2,14.3,15.36540046,0.7449600000000001,50.0,l3,U96-Quadcore A53_INT2_50%_MLP,0.2984740295544773,INT2_U96-Quadcore A53,U96-Quadcore A53_INT2_MLP_50.0
MLP,NCS,FP16,,1,3.23,1.66639,309.24,600.099,0.57580488,1.117384338,98.49,,0.53,1.2,1.62,0.0018620000000000002,25.0,l3,NCS_FP16_25%_MLP,0.0038284581311571826,FP16_NCS,NCS_FP16_MLP_25.0
MLP,NCS,FP16,,2,5.24,2.12441,381.922,941.439,0.7111387639999999,1.752959418,98.49,,0.53,1.2,1.71,0.0037240000000000003,25.0,l3,NCS_FP16_25%_MLP,0.004880739045728569,FP16_NCS,NCS_FP16_MLP_25.0
MLP,NCS,FP16,,4,9.33,3.07935,428.685,1298.98,0.7982114699999999,2.41870076,98.49,,0.53,1.2,1.744,0.007448000000000001,25.0,l3,NCS_FP16_25%_MLP,0.007074671923246581,FP16_NCS,NCS_FP16_MLP_25.0
MLP,NCS,FP16,,8,17.48,5.06905,457.574,1578.21,0.852002788,2.93862702,98.49,,0.53,1.2,1.779,0.014896000000000001,25.0,l3,NCS_FP16_25%_MLP,0.011645920636671078,FP16_NCS,NCS_FP16_MLP_25.0
MLP,NCS,FP16,,16,33.6,8.64809,476.212,1850.12,0.8867067439999999,3.44492344,98.49,,0.53,1.2,1.816,0.029792000000000003,25.0,l3,NCS_FP16_25%_MLP,0.019868608476694603,FP16_NCS,NCS_FP16_MLP_25.0
MLP,NCS,FP16,,32,66.1,16.1099,484.102,1986.35,0.9013979240000001,3.6985837,98.49,,0.53,1.2,1.835,0.059584000000000005,25.0,l3,NCS_FP16_25%_MLP,0.03701179054550801,FP16_NCS,NCS_FP16_MLP_25.0
MLP,NCS,FP16,,64,129.49,30.1685,494.267,2121.42,0.920325154,3.95008404,98.49,,0.53,1.2,1.837,0.11916800000000001,25.0,l3,NCS_FP16_25%_MLP,0.06931080907219526,FP16_NCS,NCS_FP16_MLP_25.0
MLP,NCS,FP16,,128,256.77,58.2507,498.496,2197.4,0.928199552,4.0915588,98.49,,0.53,1.2,1.877,0.23833600000000002,25.0,l3,NCS_FP16_25%_MLP,0.13382843515659462,FP16_NCS,NCS_FP16_MLP_25.0
MLP,TX2,FP16,maxp,1,0.59,0.278191,1750.43,3848.74,3.25930066,7.166353879999999,97.44,,1.8,4.7,7.334,0.0018620000000000002,25.0,l3,TX2_FP16_25%_MLP,0.0006391316534333187,FP16_TX2,TX2_FP16_MLP_25.0
MLP,TX2,FP16,maxp,2,0.73,0.25973,2820.94,8504.14,5.25259028,15.83470868,97.44,,1.8,4.7,7.364,0.0037240000000000003,25.0,l3,TX2_FP16_25%_MLP,0.0005967183134833112,FP16_TX2,TX2_FP16_MLP_25.0
MLP,TX2,FP16,maxp,4,1.09,0.287484,3792.59,15125.3,7.06180258,28.1633086,97.44,,1.8,4.7,7.284,0.007448000000000001,25.0,l3,TX2_FP16_25%_MLP,0.0006604819144243494,FP16_TX2,TX2_FP16_MLP_25.0
MLP,TX2,FP16,maxp,8,1.79,0.307859,4697.25,29380.5,8.7462795,54.706491,97.44,,1.8,4.7,8.149,0.014896000000000001,25.0,l3,TX2_FP16_25%_MLP,0.0007072925856491692,FP16_TX2,TX2_FP16_MLP_25.0
MLP,TX2,FP16,maxp,16,3.31,0.363625,5171.72,56844.7,9.62974264,105.8448314,97.44,,1.8,4.7,8.354,0.029792000000000003,25.0,l3,TX2_FP16_25%_MLP,0.000835412531245405,FP16_TX2,TX2_FP16_MLP_25.0
MLP,TX2,FP16,maxp,32,6.15,0.5263439999999999,5919.08,115863.0,11.02132696,215.736906,97.44,,1.8,4.7,8.161,0.059584000000000005,25.0,l3,TX2_FP16_25%_MLP,0.0012092523158359065,FP16_TX2,TX2_FP16_MLP_25.0
MLP,TX2,FP16,maxp,64,11.14,0.661312,5988.3,145166.0,11.1502146,270.299092,97.44,,1.8,4.7,8.74,0.11916800000000001,25.0,l3,TX2_FP16_25%_MLP,0.0015193353918541393,FP16_TX2,TX2_FP16_MLP_25.0
MLP,TX2,FP16,maxp,128,21.25,0.800375,6243.9,220832.0,11.626141800000001,411.189184,97.44,,1.8,4.7,8.066,0.23833600000000002,25.0,l3,TX2_FP16_25%_MLP,0.001838826551242464,FP16_TX2,TX2_FP16_MLP_25.0
MLP,TX2,FP32,maxp,1,0.51,0.22253,1980.66,4836.44,3.68798892,9.005451279999997,97.44,,1.8,4.7,8.068,0.0018620000000000002,25.0,l3,TX2_FP32_25%_MLP,0.0005112529407440082,FP32_TX2,TX2_FP32_MLP_25.0
MLP,TX2,FP32,maxp,2,0.81,0.227563,2968.12,9610.87,5.5266394399999985,17.89543994,97.44,,1.8,4.7,7.972,0.0037240000000000003,25.0,l3,TX2_FP32_25%_MLP,0.000522816038082635,FP32_TX2,TX2_FP32_MLP_25.0
MLP,TX2,FP32,maxp,4,1.09,0.235293,4063.49,18903.8,7.56621838,35.1988756,97.44,,1.8,4.7,8.158,0.007448000000000001,25.0,l3,TX2_FP32_25%_MLP,0.000540575374944861,FP32_TX2,TX2_FP32_MLP_25.0
MLP,TX2,FP32,maxp,8,1.98,0.28231300000000004,4923.08,29516.0,9.16677496,54.958792,97.44,,1.8,4.7,8.505,0.014896000000000001,25.0,l3,TX2_FP32_25%_MLP,0.000648601768122335,FP32_TX2,TX2_FP32_MLP_25.0
MLP,TX2,FP32,maxp,16,3.26,0.514938,5120.0,56496.6,9.53344,105.1966692,97.44,,1.8,4.7,8.612,0.029792000000000003,25.0,l3,TX2_FP32_25%_MLP,0.001183047529775033,FP32_TX2,TX2_FP32_MLP_25.0
MLP,TX2,FP32,maxp,32,5.95,0.532937,5688.89,105938.0,10.59271318,197.25655600000002,97.44,,1.8,4.7,8.547,0.059584000000000005,25.0,l3,TX2_FP32_25%_MLP,0.0012243994449345685,FP32_TX2,TX2_FP32_MLP_25.0
MLP,TX2,FP32,maxp,64,11.18,0.692438,5953.49,134489.0,11.08539838,250.418518,97.44,,1.8,4.7,8.318,0.11916800000000001,25.0,l3,TX2_FP32_25%_MLP,0.0015908460152918688,FP32_TX2,TX2_FP32_MLP_25.0
MLP,TX2,FP32,maxp,128,21.7,0.872125,6168.67,193866.0,11.48606354,360.978492,97.44,,1.8,4.7,9.199,0.23833600000000002,25.0,l3,TX2_FP32_25%_MLP,0.002003669037641523,FP32_TX2,TX2_FP32_MLP_25.0
MLP,ZCU104-FINN,INT4,,1,,0.005,,200000.0,,372.4,98.29,,9.2,14.2,14.4225,0.0018620000000000002,25.0,l3,ZCU104-FINN_INT4_25%_MLP,1.1487281282164387e-05,INT4_ZCU104-FINN,ZCU104-FINN_INT4_MLP_25.0
MLP,ZCU104-FINN,INT4,,2,,0.008,,285714.286,,532.0000005320002,98.29,,9.2,14.2,14.3275,0.0037240000000000003,25.0,l3,ZCU104-FINN_INT4_25%_MLP,1.8379650051463018e-05,INT4_ZCU104-FINN,ZCU104-FINN_INT4_MLP_25.0
MLP,ZCU104-FINN,INT4,,4,,0.012,,400000.0,,744.8,98.29,,9.2,14.2,14.325,0.007448000000000001,25.0,l3,ZCU104-FINN_INT4_25%_MLP,2.756947507719453e-05,INT4_ZCU104-FINN,ZCU104-FINN_INT4_MLP_25.0
MLP,ZCU104-FINN,INT4,,8,,0.016,,470588.235,,876.23529357,98.29,,9.2,14.2,14.32,0.014896000000000001,25.0,l3,ZCU104-FINN_INT4_25%_MLP,3.6759300102926035e-05,INT4_ZCU104-FINN,ZCU104-FINN_INT4_MLP_25.0
MLP,ZCU104-FINN,INT4,,16,,0.032,,533333.333,,993.066666046,98.29,,9.2,14.2,14.3525,0.029792000000000003,25.0,l3,ZCU104-FINN_INT4_25%_MLP,7.351860020585207e-05,INT4_ZCU104-FINN,ZCU104-FINN_INT4_MLP_25.0
MLP,ZCU104-FINN,INT4,,32,,0.064,,561403.509,,1045.333333758,98.29,,9.2,14.2,14.335,0.059584000000000005,25.0,l3,ZCU104-FINN_INT4_25%_MLP,0.00014703720041170414,INT4_ZCU104-FINN,ZCU104-FINN_INT4_MLP_25.0
MLP,ZCU104-FINN,INT4,,64,,0.128,,576576.577,,1073.5855863739998,98.29,,9.2,14.2,14.415,0.11916800000000001,25.0,l3,ZCU104-FINN_INT4_25%_MLP,0.00029407440082340834,INT4_ZCU104-FINN,ZCU104-FINN_INT4_MLP_25.0
MLP,ZCU104-FINN,INT4,,128,,0.256,,589861.751,,1098.322580362,98.29,,9.2,14.2,14.4675,0.23833600000000002,25.0,l3,ZCU104-FINN_INT4_25%_MLP,0.0005881488016468168,INT4_ZCU104-FINN,ZCU104-FINN_INT4_MLP_25.0
MLP,ZCU104-FINN,INT4,,256,,0.512,,595348.837,,1108.539534494,98.29,,9.2,14.2,14.53,0.47667200000000004,25.0,l3,ZCU104-FINN_INT4_25%_MLP,0.0011762976032936331,INT4_ZCU104-FINN,ZCU104-FINN_INT4_MLP_25.0
MLP,ZCU104-FINN,INT4,,512,,1.024,,598130.841,,1113.719625942,98.29,,9.2,14.2,14.595,0.9533440000000001,25.0,l3,ZCU104-FINN_INT4_25%_MLP,0.002352595206587267,INT4_ZCU104-FINN,ZCU104-FINN_INT4_MLP_25.0
MLP,ZCU104-FINN,INT2,,1,,0.002,,500000.0,,931.0,98.04,,9.2,13.86,14.13,0.0018620000000000002,25.0,l3,ZCU104-FINN_INT2_25%_MLP,4.594912512865754e-06,INT2_ZCU104-FINN,ZCU104-FINN_INT2_MLP_25.0
MLP,ZCU104-FINN,INT2,,2,,0.003,,666666.667,,1241.333333954,98.04,,9.2,13.86,14.01,0.0037240000000000003,25.0,l3,ZCU104-FINN_INT2_25%_MLP,6.8923687692986324e-06,INT2_ZCU104-FINN,ZCU104-FINN_INT2_MLP_25.0
MLP,ZCU104-FINN,INT2,,4,,0.004,,1000000.0,,1862.0,98.04,,9.2,13.86,13.98,0.007448000000000001,25.0,l3,ZCU104-FINN_INT2_25%_MLP,9.189825025731509e-06,INT2_ZCU104-FINN,ZCU104-FINN_INT2_MLP_25.0
MLP,ZCU104-FINN,INT2,,8,,0.006999999999999999,,1142857.143,,2128.000000266,98.04,,9.2,13.86,14.0225,0.014896000000000001,25.0,l3,ZCU104-FINN_INT2_25%_MLP,1.608219379503014e-05,INT2_ZCU104-FINN,ZCU104-FINN_INT2_MLP_25.0
MLP,ZCU104-FINN,INT2,,16,,0.01,,1600000.0,,2979.2,98.04,,9.2,13.86,14.06,0.029792000000000003,25.0,l3,ZCU104-FINN_INT2_25%_MLP,2.297456256432877e-05,INT2_ZCU104-FINN,ZCU104-FINN_INT2_MLP_25.0
MLP,ZCU104-FINN,INT2,,32,,0.019,,1684210.5259999996,,3135.9999994119994,98.04,,9.2,13.86,14.065,0.059584000000000005,25.0,l3,ZCU104-FINN_INT2_25%_MLP,4.365166887222467e-05,INT2_ZCU104-FINN,ZCU104-FINN_INT2_MLP_25.0
MLP,ZCU104-FINN,INT2,,64,,0.036000000000000004,,1777777.7780000004,,3310.2222226360004,98.04,,9.2,13.86,14.005,0.11916800000000001,25.0,l3,ZCU104-FINN_INT2_25%_MLP,8.27084252315836e-05,INT2_ZCU104-FINN,ZCU104-FINN_INT2_MLP_25.0
MLP,ZCU104-FINN,INT2,,128,,0.068,,1882352.941,,3504.941176142,98.04,,9.2,13.86,14.1025,0.23833600000000002,25.0,l3,ZCU104-FINN_INT2_25%_MLP,0.00015622702543743568,INT2_ZCU104-FINN,ZCU104-FINN_INT2_MLP_25.0
MLP,ZCU104-FINN,INT2,,256,,0.134,,1910447.761,,3557.253730982,98.04,,9.2,13.86,14.145,0.47667200000000004,25.0,l3,ZCU104-FINN_INT2_25%_MLP,0.0003078591383620056,INT2_ZCU104-FINN,ZCU104-FINN_INT2_MLP_25.0
MLP,ZCU104-FINN,INT2,,512,,0.265,,1932075.472,,3597.5245288639994,98.04,,9.2,13.86,14.1825,0.9533440000000001,25.0,l3,ZCU104-FINN_INT2_25%_MLP,0.0006088259079547125,INT2_ZCU104-FINN,ZCU104-FINN_INT2_MLP_25.0
MLP,ZCU104-Bismo,INT4,,2,,0.48889,,4090.899793,,7.617255414565999,98.29,,9.2,14.3,15.35,0.0037240000000000003,25.0,l3,ZCU104-Bismo_INT4_25%_MLP,0.0011232033892074693,INT4_ZCU104-Bismo,ZCU104-Bismo_INT4_MLP_25.0
MLP,ZCU104-Bismo,INT4,,4,,0.7339663000000001,,5449.841498,,10.147604869276,98.29,,9.2,14.3,15.375,0.007448000000000001,25.0,l3,ZCU104-Bismo_INT4_25%_MLP,0.0016862554679458904,INT4_ZCU104-Bismo,ZCU104-Bismo_INT4_MLP_25.0
MLP,ZCU104-Bismo,INT4,,8,,1.2429795,,6436.147982,,11.984107542483999,98.29,,9.2,14.3,15.225,0.014896000000000001,25.0,l3,ZCU104-Bismo_INT4_25%_MLP,0.002855691028892809,INT4_ZCU104-Bismo,ZCU104-Bismo_INT4_MLP_25.0
MLP,ZCU104-Bismo,INT4,,16,,2.2570383,,7088.935973999999,,13.199598783587996,98.29,,9.2,14.3,15.325,0.029792000000000003,25.0,l3,ZCU104-Bismo_INT4_25%_MLP,0.005185446763343625,INT4_ZCU104-Bismo,ZCU104-Bismo_INT4_MLP_25.0
MLP,ZCU104-Bismo,INT4,,32,,4.331067,,7388.479559,,13.757348938858,98.29,,9.2,14.3,15.4,0.059584000000000005,25.0,l3,ZCU104-Bismo_INT4_25%_MLP,0.009950436976179974,INT4_ZCU104-Bismo,ZCU104-Bismo_INT4_MLP_25.0
MLP,ZCU104-Bismo,INT4,,64,,8.464694,,7560.816729000001,,14.078240749398,98.29,,9.2,14.3,15.375,0.11916800000000001,25.0,l3,ZCU104-Bismo_INT4_25%_MLP,0.01944726418908984,INT4_ZCU104-Bismo,ZCU104-Bismo_INT4_MLP_25.0
MLP,ZCU104-Bismo,INT4,,128,,16.747152,,7643.090598000002,,14.231434693476,98.29,,9.2,14.3,15.55,0.23833600000000002,25.0,l3,ZCU104-Bismo_INT4_25%_MLP,0.03847584913983237,INT4_ZCU104-Bismo,ZCU104-Bismo_INT4_MLP_25.0
MLP,ZCU104-Bismo,INT2,,2,,0.3788816,,5278.693924,,9.828928086488,98.04,,9.2,14.3,15.35,0.0037240000000000003,25.0,l3,ZCU104-Bismo_INT2_25%_MLP,0.0008704639023672989,INT2_ZCU104-Bismo,ZCU104-Bismo_INT2_MLP_25.0
MLP,ZCU104-Bismo,INT2,,4,,0.5110979999999999,,7826.287718,,14.572547730916,98.04,,9.2,14.3,15.325,0.007448000000000001,25.0,l3,ZCU104-Bismo_INT2_25%_MLP,0.0011742252977503306,INT2_ZCU104-Bismo,ZCU104-Bismo_INT2_MLP_25.0
MLP,ZCU104-Bismo,INT2,,8,,0.7839515,,10204.71292,,19.00117545704,98.04,,9.2,14.3,15.275,0.014896000000000001,25.0,l3,ZCU104-Bismo_INT2_25%_MLP,0.0018010942784149392,INT2_ZCU104-Bismo,ZCU104-Bismo_INT2_MLP_25.0
MLP,ZCU104-Bismo,INT2,,16,,1.3468305,,11879.74285,,22.120081186700002,98.04,,9.2,14.3,15.4,0.029792000000000003,25.0,l3,ZCU104-Bismo_INT2_25%_MLP,0.0030942841585796205,INT2_ZCU104-Bismo,ZCU104-Bismo_INT2_MLP_25.0
MLP,ZCU104-Bismo,INT2,,32,,2.4488869,,13067.16125,,24.3310542475,98.04,,9.2,14.3,15.375,0.059584000000000005,25.0,l3,ZCU104-Bismo_INT2_25%_MLP,0.005626210529701514,INT2_ZCU104-Bismo,ZCU104-Bismo_INT2_MLP_25.0
MLP,ZCU104-Bismo,INT2,,64,,4.681727,,13670.16915,,25.4538549573,98.04,,9.2,14.3,15.325,0.11916800000000001,25.0,l3,ZCU104-Bismo_INT2_25%_MLP,0.010756062987060723,INT2_ZCU104-Bismo,ZCU104-Bismo_INT2_MLP_25.0
MLP,ZCU104-Bismo,INT2,,128,,9.032107,,14171.66559,,26.38764132858,98.04,,9.2,14.3,15.225,0.23833600000000002,25.0,l3,ZCU104-Bismo_INT2_25%_MLP,0.020750870735921183,INT2_ZCU104-Bismo,ZCU104-Bismo_INT2_MLP_25.0
MLP,U96-Quadcore A53,INT4,,2,,7.8279999999999985,,255.4931017,,0.4757281553654,98.29,,9.2,14.3,15.34821429,0.0037240000000000003,25.0,l3,U96-Quadcore A53_INT4_25%_MLP,0.01798448757535656,INT4_U96-Quadcore A53,U96-Quadcore A53_INT4_MLP_25.0
